Calculation_617274644642918406,Category,City,Country,Customer ID,Customer Name,Discount,Order Date,Order ID,Postal Code,Product ID,Product Name,Profit,Quantity,Region,Row ID,Sales,Segment,Ship Date,Ship Mode,State,Sub-Category,Calculation_617274644912177162
,Office Supplies,San Diego,United States,BT-11530,Bradley Talbott,0,5/21/2014,CA-2014-104780,92037,OFF-AR-10003514,4009 Highlighters by Sanford,10.5072,8,West,3079,31.84,Home Office,5/25/2014,Standard Class,California,Art,Profitable
,Technology,Virginia Beach,United States,MW-18235,Mitch Willingham,0,5/21/2014,CA-2014-117639,23464,TEC-PH-10001530,Plantronics Voyager Pro Legend,173.0316,3,South,996,617.97,Corporate,5/25/2014,Standard Class,Virginia,Phones,Profitable
,Office Supplies,Lawrence,United States,FG-14260,Frank Gastineau,0,5/21/2014,CA-2014-152443,1841,OFF-AP-10001293,Belkin 8 Outlet Surge Protector,68.8464,6,East,5879,245.88,Home Office,5/26/2014,Standard Class,Massachusetts,Appliances,Profitable
,Office Supplies,Lawrence,United States,FG-14260,Frank Gastineau,0,5/21/2014,CA-2014-152443,1841,OFF-BI-10001071,GBC ProClick Punch Binding System,219.4514,7,East,5877,447.86,Home Office,5/26/2014,Standard Class,Massachusetts,Binders,Profitable
,Office Supplies,Lawrence,United States,FG-14260,Frank Gastineau,0,5/21/2014,CA-2014-152443,1841,OFF-PA-10003022,Xerox 1992,8.7906,3,East,5878,17.94,Home Office,5/26/2014,Standard Class,Massachusetts,Paper,Profitable
,Technology,Decatur,United States,EH-14185,Evan Henry,0,5/22/2014,CA-2014-143840,35601,TEC-PH-10002660,Nortel Networks T7316 E Nt8 B27,33.995,2,South,3268,135.98,Consumer,5/29/2014,Standard Class,Alabama,Phones,Profitable
,Technology,Decatur,United States,EH-14185,Evan Henry,0,5/22/2014,CA-2014-143840,35601,TEC-PH-10003171,Plantronics Encore H101 Dual Earpieces Headset,12.586,1,South,3269,44.95,Consumer,5/29/2014,Standard Class,Alabama,Phones,Profitable
,Office Supplies,New York City,United States,GT-14710,Greg Tran,0,5/23/2014,US-2014-135881,10035,OFF-AP-10002118,"1.7 Cubic Foot Compact ""Cube"" Office Refrigerators",56.2032,1,East,7013,208.16,Consumer,5/27/2014,Standard Class,New York,Appliances,Profitable
0.2,Office Supplies,Philadelphia,United States,AR-10510,Andrew Roberts,0.2,5/23/2014,US-2014-105767,19134,OFF-AR-10001246,Newell 317,2.3814,9,East,609,21.168,Consumer,5/27/2014,Standard Class,Pennsylvania,Art,Profitable
0.2,Office Supplies,New York City,United States,GT-14710,Greg Tran,0.2,5/23/2014,US-2014-135881,10035,OFF-BI-10000829,Avery Non-Stick Binders,5.837,5,East,7011,17.96,Consumer,5/27/2014,Standard Class,New York,Binders,Profitable
0.7,Office Supplies,Philadelphia,United States,AR-10510,Andrew Roberts,0.7,5/23/2014,US-2014-105767,19134,OFF-BI-10000848,Angle-D Ring Binders,-2.6256,2,East,608,3.282,Consumer,5/27/2014,Standard Class,Pennsylvania,Binders,Unprofitable
,Office Supplies,New York City,United States,GT-14710,Greg Tran,0,5/23/2014,US-2014-135881,10035,OFF-SU-10003002,Letter Slitter,0.1512,2,East,7012,5.04,Consumer,5/27/2014,Standard Class,New York,Supplies,Profitable
,Office Supplies,Bellevue,United States,EH-13990,Erica Hackney,0,5/23/2014,CA-2014-138513,98006,OFF-PA-10003177,Xerox 1999,6.2208,2,West,6628,12.96,Consumer,5/27/2014,Standard Class,Washington,Paper,Profitable
0.4,Technology,Philadelphia,United States,AR-10510,Andrew Roberts,0.4,5/23/2014,US-2014-105767,19134,TEC-PH-10003092,Motorola L804,-10.1178,2,East,610,55.188,Consumer,5/27/2014,Standard Class,Pennsylvania,Phones,Unprofitable
,Office Supplies,Baltimore,United States,RP-19390,Resi Pölking,0,5/24/2014,CA-2014-143413,21215,OFF-PA-10002319,Xerox 1944,56.9772,3,East,2704,116.28,Consumer,5/30/2014,Standard Class,Maryland,Paper,Profitable
0.6,Furniture,Chicago,United States,JL-15235,Janet Lee,0.6,5/25/2014,US-2014-130379,60623,FUR-FU-10002553,"Electrix Incandescent Magnifying Lamp, Black",-24.189,2,Central,1820,29.32,Consumer,5/29/2014,Standard Class,Illinois,Furnishings,Unprofitable
0.8,Office Supplies,Chicago,United States,JL-15235,Janet Lee,0.8,5/25/2014,US-2014-130379,60623,OFF-AP-10001394,Harmony Air Purifier,-166.32,2,Central,1819,75.6,Consumer,5/29/2014,Standard Class,Illinois,Appliances,Unprofitable
,Office Supplies,New York City,United States,BW-11065,Barry Weirich,0,5/25/2014,CA-2014-100391,10035,OFF-PA-10001471,Strathmore Photo Frame Cards,6.7252,2,East,9441,14.62,Consumer,5/29/2014,Standard Class,New York,Paper,Profitable
,Office Supplies,Murray,United States,Dp-13240,Dean percer,0,5/26/2014,CA-2014-129574,84107,OFF-PA-10002893,"Wirebound Service Call Books, 5 1/2"" x 4""",23.232,5,West,2761,48.4,Home Office,5/29/2014,First Class,Utah,Paper,Profitable
0.2,Furniture,Los Angeles,United States,HF-14995,Herbert Flentye,0.2,5/26/2014,CA-2014-158029,90008,FUR-CH-10000988,Hon Olson Stacker Stools,22.5296,2,West,2752,225.296,Consumer,5/30/2014,Standard Class,California,Chairs,Profitable
0.15,Furniture,Los Angeles,United States,ML-17395,Marina Lichtenstein,0.15,5/26/2014,CA-2014-156349,90008,FUR-BO-10000362,Sauder Inglewood Library Bookcases,27.3568,2,West,1611,290.666,Corporate,5/30/2014,Standard Class,California,Bookcases,Profitable
0.2,Technology,Los Angeles,United States,ML-17395,Marina Lichtenstein,0.2,5/26/2014,CA-2014-156349,90008,TEC-PH-10002726,netTALK DUO VoIP Telephone Service,31.494,2,West,1613,83.984,Corporate,5/30/2014,Standard Class,California,Phones,Profitable
0.2,Technology,Los Angeles,United States,ML-17395,Marina Lichtenstein,0.2,5/26/2014,CA-2014-156349,90008,TEC-PH-10000441,VTech DS6151,20.1584,2,West,1612,201.584,Corporate,5/30/2014,Standard Class,California,Phones,Profitable
0.3,Furniture,Chicago,United States,MM-18055,Michelle Moray,0.3,5/26/2014,CA-2014-144029,60623,FUR-CH-10003981,Global Commerce Series Low-Back Swivel/Tilt Chairs,-5.139600000,2,Central,6741,359.772,Consumer,5/31/2014,Standard Class,Illinois,Chairs,Unprofitable
0.2,Office Supplies,Chicago,United States,MM-18055,Michelle Moray,0.2,5/26/2014,CA-2014-144029,60623,OFF-AR-10000716,DIXON Ticonderoga Erasable Checking Pencils,3.1806,3,Central,6742,13.392,Consumer,5/31/2014,Standard Class,Illinois,Art,Profitable
0.2,Office Supplies,Chicago,United States,MM-18055,Michelle Moray,0.2,5/26/2014,CA-2014-144029,60623,OFF-ST-10001837,"SAFCO Mobile Desk Side File, Wire Frame",7.6968,3,Central,6740,102.624,Consumer,5/31/2014,Standard Class,Illinois,Storage,Profitable
0.2,Furniture,San Diego,United States,MH-17785,Maya Herman,0.2,5/27/2014,CA-2014-124429,92105,FUR-TA-10002607,KI Conference Tables,-28.356,10,West,747,567.12,Corporate,5/27/2014,Same Day,California,Tables,Unprofitable
,Office Supplies,San Diego,United States,MH-17785,Maya Herman,0,5/27/2014,CA-2014-124429,92105,OFF-ST-10001809,Fellowes Officeware Wire Shelving,7.186400000,4,West,748,359.32,Corporate,5/27/2014,Same Day,California,Storage,Profitable
0.8,Office Supplies,Chicago,United States,LE-16810,Laurel Elliston,0.8,5/27/2014,US-2014-117058,60653,OFF-BI-10004139,Fellowes Presentation Covers for Comb Binding Machines,-30.555,6,Central,1326,17.46,Consumer,5/30/2014,First Class,Illinois,Binders,Unprofitable
,Technology,San Francisco,United States,LC-16885,Lena Creighton,0,5/27/2014,CA-2014-139192,94109,TEC-AC-10001606,Logitech Wireless Performance Mouse MX for PC and Mac,37.9962,1,West,1050,99.99,Consumer,6/1/2014,Second Class,California,Accessories,Profitable
0.2,Technology,San Francisco,United States,LC-16885,Lena Creighton,0.2,5/27/2014,CA-2014-139192,94109,TEC-PH-10000486,Plantronics HL10 Handset Lifter,125.2692,12,West,1049,1113.504,Consumer,6/1/2014,Second Class,California,Phones,Profitable
0.2,Office Supplies,Seattle,United States,MM-17260,Magdelene Morse,0.2,5/28/2014,CA-2014-108861,98105,OFF-BI-10003876,"Green Canvas Binder for 8-1/2"" x 14"" Sheets",51.36,4,West,8439,136.96,Consumer,6/1/2014,Standard Class,Washington,Binders,Profitable
,Technology,Seattle,United States,PJ-18835,Patrick Jones,0,5/28/2014,CA-2014-135993,98115,TEC-AC-10004877,Imation 30456 USB Flash Drive 8GB,2.208,4,West,5677,27.6,Corporate,6/2/2014,Standard Class,Washington,Accessories,Profitable
0.2,Technology,Seattle,United States,PJ-18835,Patrick Jones,0.2,5/28/2014,CA-2014-135993,98115,TEC-PH-10001552,I Need's 3d Hello Kitty Hybrid Silicone Case Cover for HTC One X 4g with 3d Hello Kitty Stylus Pen Green/pink,5.7408,6,West,5676,57.408,Corporate,6/2/2014,Standard Class,Washington,Phones,Profitable
,Office Supplies,New York City,United States,LW-16825,Laurel Workman,0,5/30/2014,CA-2014-103429,10024,OFF-AP-10001005,Honeywell Quietcare HEPA Air Cleaner,77.8635,3,East,7859,235.95,Corporate,6/1/2014,First Class,New York,Appliances,Profitable
0.2,Office Supplies,New York City,United States,LW-16825,Laurel Workman,0.2,5/30/2014,CA-2014-103429,10024,OFF-BI-10004233,"GBC Pre-Punched Binding Paper, Plastic, White, 8-1/2"" x 11""",8.9544,2,East,7857,25.584,Corporate,6/1/2014,First Class,New York,Binders,Profitable
,Office Supplies,New York City,United States,LW-16825,Laurel Workman,0,5/30/2014,CA-2014-103429,10024,OFF-PA-10001712,Xerox 1948,17.982,4,East,7860,39.96,Corporate,6/1/2014,First Class,New York,Paper,Profitable
,Technology,New York City,United States,LW-16825,Laurel Workman,0,5/30/2014,CA-2014-103429,10024,TEC-PH-10003505,Geemarc AmpliPOWER60,134.56,5,East,7858,464,Corporate,6/1/2014,First Class,New York,Phones,Profitable
0.2,Technology,Chicago,United States,MC-17425,Mark Cousins,0.2,5/30/2014,CA-2014-140473,60623,TEC-CO-10004202,Brother DCP1000 Digital 3 in 1 Multifunction Machine,134.9955,3,Central,8553,719.976,Corporate,6/3/2014,Standard Class,Illinois,Copiers,Profitable
0.5,Furniture,Buffalo Grove,United States,SS-20410,Shahid Shariari,0.5,5/30/2014,CA-2014-145800,60089,FUR-TA-10001539,Chromcraft Rectangular Conference Tables,-184.8366,3,Central,5751,355.455,Consumer,6/5/2014,Standard Class,Illinois,Tables,Unprofitable
,Office Supplies,Richmond,United States,EB-13840,Ellis Ballard,0,5/30/2014,CA-2014-146885,23223,OFF-PA-10001622,"Ampad Poly Cover Wirebound Steno Book, 6"" x 9"" Assorted Colors, Gregg Ruled",6.129,3,South,4647,13.62,Corporate,6/5/2014,Standard Class,Virginia,Paper,Profitable
0.2,Office Supplies,New York City,United States,JG-15160,James Galang,0.2,5/30/2014,CA-2014-105872,10024,OFF-BI-10003684,Wilson Jones Legal Size Ring Binders,26.388,4,East,7737,70.368,Consumer,6/6/2014,Standard Class,New York,Binders,Profitable
,Technology,Jackson,United States,JK-15625,Jim Karlsson,0,5/31/2014,CA-2014-166051,39212,TEC-PH-10002538,Grandstream GXP1160 VoIP phone,32.9817,3,South,7979,113.73,Consumer,6/5/2014,Standard Class,Mississippi,Phones,Profitable
,Technology,Jackson,United States,JK-15625,Jim Karlsson,0,5/31/2014,CA-2014-166051,39212,TEC-PH-10002680,Samsung Galaxy Note 3,197.991,3,South,7978,659.97,Consumer,6/5/2014,Standard Class,Mississippi,Phones,Profitable
,Furniture,Little Rock,United States,LT-17110,Liz Thompson,0,6/1/2014,US-2014-165659,72209,FUR-FU-10001935,3M Hangers With Command Adhesive,9.102,6,South,2201,22.2,Consumer,6/6/2014,Standard Class,Arkansas,Furnishings,Profitable
,Furniture,Lakeville,United States,DW-13480,Dianna Wilson,0,6/1/2014,CA-2014-131926,55044,FUR-CH-10004063,Global Deluxe High-Back Manager's Chair,580.5394,7,Central,245,2001.86,Home Office,6/6/2014,Second Class,Minnesota,Chairs,Profitable
0.1,Office Supplies,Detroit,United States,QJ-19255,Quincy Jones,0.1,6/1/2014,US-2014-157070,48234,OFF-AP-10004859,Acco 6 Outlet Guardian Premium Surge Suppressor,12.376,5,Central,9151,65.52,Corporate,6/6/2014,Standard Class,Michigan,Appliances,Profitable
,Office Supplies,Detroit,United States,QJ-19255,Quincy Jones,0,6/1/2014,US-2014-157070,48234,OFF-BI-10001765,Wilson Jones Heavy-Duty Casebound Ring Binders with Metal Hinges,66.5088,4,Central,9150,138.56,Corporate,6/6/2014,Standard Class,Michigan,Binders,Profitable
,Office Supplies,Lakeville,United States,DW-13480,Dianna Wilson,0,6/1/2014,CA-2014-131926,55044,OFF-AP-10002945,Honeywell Enviracaire Portable HEPA Air Cleaner for 17' x 22' Room,496.0725,5,Central,248,1503.25,Home Office,6/6/2014,Second Class,Minnesota,Appliances,Profitable
,Office Supplies,Lakeville,United States,DW-13480,Dianna Wilson,0,6/1/2014,CA-2014-131926,55044,OFF-PA-10004082,"Adams Telephone Message Book w/Frequently-Called Numbers Space, 400 Messages per Book",23.94,6,Central,247,47.88,Home Office,6/6/2014,Second Class,Minnesota,Paper,Profitable
,Office Supplies,Lakeville,United States,DW-13480,Dianna Wilson,0,6/1/2014,CA-2014-131926,55044,OFF-PA-10000061,Xerox 205,12.4416,4,Central,249,25.92,Home Office,6/6/2014,Second Class,Minnesota,Paper,Profitable
,Office Supplies,Lakeville,United States,DW-13480,Dianna Wilson,0,6/1/2014,CA-2014-131926,55044,OFF-ST-10002276,Safco Steel Mobile File Cart,41.68,2,Central,246,166.72,Home Office,6/6/2014,Second Class,Minnesota,Storage,Profitable
,Office Supplies,Lakewood,United States,CR-12625,Corey Roper,0,6/1/2014,CA-2014-111003,8701,OFF-AR-10002135,Boston Heavy-Duty Trimline Electric Pencil Sharpeners,83.868,6,East,308,289.2,Home Office,6/6/2014,Standard Class,New Jersey,Art,Profitable
,Office Supplies,Lakewood,United States,CR-12625,Corey Roper,0,6/1/2014,CA-2014-111003,8701,OFF-BI-10001072,"GBC Clear Cover, 8-1/2 x 11, unpunched, 25 covers per pack",20.9208,3,East,307,45.48,Home Office,6/6/2014,Standard Class,New Jersey,Binders,Profitable
,Technology,Little Rock,United States,LT-17110,Liz Thompson,0,6/1/2014,US-2014-165659,72209,TEC-PH-10002563,Adtran 1202752G1,229.3018,7,South,2202,881.93,Consumer,6/6/2014,Standard Class,Arkansas,Phones,Profitable
,Office Supplies,Roswell,United States,SV-20785,Stewart Visinsky,0,6/2/2014,CA-2014-100895,30076,OFF-AR-10004511,"Sanford Colorific Scented Colored Pencils, 12/Pack",2.6536,2,South,3888,8.56,Consumer,6/6/2014,Standard Class,Georgia,Art,Profitable
,Office Supplies,Roswell,United States,SV-20785,Stewart Visinsky,0,6/2/2014,CA-2014-100895,30076,OFF-ST-10001490,"Hot File 7-Pocket, Floor Stand",107.082,2,South,3890,356.94,Consumer,6/6/2014,Standard Class,Georgia,Storage,Profitable
,Technology,Roswell,United States,SV-20785,Stewart Visinsky,0,6/2/2014,CA-2014-100895,30076,TEC-PH-10001425,Mophie Juice Pack Helium for iPhone,67.1916,3,South,3889,239.97,Consumer,6/6/2014,Standard Class,Georgia,Phones,Profitable
,Furniture,Orem,United States,CK-12325,Christine Kargatis,0,6/2/2014,CA-2014-104472,84057,FUR-FU-10000246,Aluminum Document Frame,21.996,6,West,720,73.32,Home Office,6/7/2014,Standard Class,Utah,Furnishings,Profitable
0.2,Office Supplies,Orem,United States,CK-12325,Christine Kargatis,0.2,6/2/2014,CA-2014-104472,84057,OFF-BI-10001658,GBC Standard Therm-A-Bind Covers,19.4376,3,West,719,59.808,Home Office,6/7/2014,Standard Class,Utah,Binders,Profitable
0.6,Furniture,Decatur,United States,RE-19450,Richard Eichhorn,0.6,6/3/2014,CA-2014-163867,62521,FUR-FU-10001475,"Contract Clock, 14"", Brown",-40.0036,7,Central,9845,61.544,Consumer,6/6/2014,First Class,Illinois,Furnishings,Unprofitable
0.2,Office Supplies,Decatur,United States,RE-19450,Richard Eichhorn,0.2,6/3/2014,CA-2014-163867,62521,OFF-LA-10001771,Avery 513,5.1792,4,Central,9844,15.936,Consumer,6/6/2014,First Class,Illinois,Labels,Profitable
0.2,Office Supplies,Decatur,United States,RE-19450,Richard Eichhorn,0.2,6/3/2014,CA-2014-163867,62521,OFF-ST-10000877,Recycled Steel Personal File for Standard File Folders,9.9522,3,Central,9846,132.696,Consumer,6/6/2014,First Class,Illinois,Storage,Profitable
,Furniture,Seattle,United States,SC-20725,Steven Cartwright,0,6/3/2014,CA-2014-135657,98115,FUR-TA-10004086,KI Adjustable-Height Table,113.4936,6,West,1700,515.88,Consumer,6/7/2014,Second Class,Washington,Tables,Profitable
,Office Supplies,Midland,United States,RB-19795,Ross Baird,0,6/3/2014,CA-2014-141299,48640,OFF-EN-10004459,Security-Tint Envelopes,7.4872,2,Central,6323,15.28,Home Office,6/7/2014,Second Class,Michigan,Envelopes,Profitable
0.2,Furniture,New York City,United States,BT-11440,Bobby Trafton,0.2,6/4/2014,CA-2014-151946,10035,FUR-BO-10003272,O'Sullivan Living Dimensions 5-Shelf Bookcases,-44.196,2,East,8610,353.568,Consumer,6/9/2014,Standard Class,New York,Bookcases,Unprofitable
,Furniture,New York City,United States,BT-11440,Bobby Trafton,0,6/4/2014,CA-2014-151946,10035,FUR-FU-10002191,G.E. Halogen Desk Lamp Bulbs,6.7008,2,East,8611,13.96,Consumer,6/9/2014,Standard Class,New York,Furnishings,Profitable
,Furniture,New York City,United States,BT-11440,Bobby Trafton,0,6/4/2014,CA-2014-151946,10035,FUR-FU-10002878,"Seth Thomas 14"" Day/Date Wall Clock",21.0752,2,East,8608,56.96,Consumer,6/9/2014,Standard Class,New York,Furnishings,Profitable
,Office Supplies,New York City,United States,BT-11440,Bobby Trafton,0,6/4/2014,CA-2014-151946,10035,OFF-AP-10001626,"Commercial WindTunnel Clean Air Upright Vacuum, Replacement Belts, Filtration Bags",4.0456,4,East,8609,15.56,Consumer,6/9/2014,Standard Class,New York,Appliances,Profitable
0.2,Office Supplies,Columbus,United States,MP-17470,Mark Packer,0.2,6/4/2014,CA-2014-147914,43229,OFF-PA-10001685,Easy-staple paper,5.8812,2,East,1875,16.224,Home Office,6/9/2014,Standard Class,Ohio,Paper,Profitable
,Office Supplies,Rochester,United States,BM-11785,Bryan Mills,0,6/6/2014,CA-2014-133270,14609,OFF-AR-10002656,Sanford Liquid Accent Highlighters,4.9432,2,East,1746,13.36,Consumer,6/9/2014,First Class,New York,Art,Profitable
0.2,Office Supplies,Houston,United States,VT-21700,Valerie Takahito,0.2,6/6/2014,CA-2014-151897,77070,OFF-LA-10001074,Round Specialty Laser Printer Labels,33.831,10,Central,6473,100.24,Home Office,6/10/2014,Standard Class,Texas,Labels,Profitable
0.4,Furniture,Long Beach,United States,GT-14635,Grant Thornton,0.4,6/6/2014,CA-2014-159520,11561,FUR-TA-10003238,"Chromcraft Bull-Nose Wood 48"" x 96"" Rectangular Conference Tables",-347.1174,3,East,2142,991.764,Corporate,6/11/2014,Standard Class,New York,Tables,Unprofitable
0.2,Office Supplies,Long Beach,United States,GT-14635,Grant Thornton,0.2,6/6/2014,CA-2014-159520,11561,OFF-BI-10003982,Wilson Jones Century Plastic Molded Ring Binders,50.4711,9,East,2140,149.544,Corporate,6/11/2014,Standard Class,New York,Binders,Profitable
,Office Supplies,Long Beach,United States,GT-14635,Grant Thornton,0,6/6/2014,CA-2014-159520,11561,OFF-SU-10001664,Acme Office Executive Series Stainless Steel Trimmers,4.4564,2,East,2141,17.14,Corporate,6/11/2014,Standard Class,New York,Supplies,Profitable
0.8,Office Supplies,Chicago,United States,SB-20170,Sarah Bern,0.8,6/6/2014,US-2014-161305,60623,OFF-BI-10002794,"Avery Trapezoid Ring Binder, 3"" Capacity, Black, 1040 sheets",-38.1114,3,Central,6301,24.588,Consumer,6/12/2014,Standard Class,Illinois,Binders,Unprofitable
0.2,Office Supplies,Chicago,United States,SB-20170,Sarah Bern,0.2,6/6/2014,US-2014-161305,60623,OFF-EN-10000461,"#10- 4 1/8"" x 9 1/2"" Recycled Envelopes",4.7196,2,Central,6302,13.984,Consumer,6/12/2014,Standard Class,Illinois,Envelopes,Profitable
0.7,Office Supplies,Jacksonville,United States,SV-20785,Stewart Visinsky,0.7,6/6/2014,CA-2014-169257,32216,OFF-BI-10002557,Presstex Flexible Ring Binders,-0.91,1,South,6598,1.365,Consumer,6/12/2014,Standard Class,Florida,Binders,Unprofitable
0.2,Office Supplies,Jacksonville,United States,SV-20785,Stewart Visinsky,0.2,6/6/2014,CA-2014-169257,32216,OFF-PA-10002319,Xerox 1944,22.4808,2,South,6599,62.016,Consumer,6/12/2014,Standard Class,Florida,Paper,Profitable
0.8,Office Supplies,Peoria,United States,BP-11095,Bart Pistole,0.8,6/7/2014,US-2014-134971,61604,OFF-BI-10003982,Wilson Jones Century Plastic Molded Ring Binders,-20.5623,3,Central,394,12.462,Corporate,6/10/2014,Second Class,Illinois,Binders,Unprofitable
0.5,Furniture,Aurora,United States,NR-18550,Nick Radford,0.5,6/7/2014,CA-2014-106229,60505,FUR-TA-10002041,"Bevis Round Conference Table Top, X-Base",-209.7693,3,Central,4722,268.935,Consumer,6/11/2014,Second Class,Illinois,Tables,Unprofitable
0.2,Furniture,Bristol,United States,KE-16420,Katrina Edelman,0.2,6/8/2014,US-2014-109162,37620,FUR-CH-10002647,"Situations Contoured Folding Chairs, 4/Set",10.647,3,South,3842,170.352,Corporate,6/12/2014,Standard Class,Tennessee,Chairs,Profitable
0.2,Office Supplies,Long Beach,United States,RD-19480,Rick Duston,0.2,6/8/2014,CA-2014-108147,11561,OFF-BI-10003876,"Green Canvas Binder for 8-1/2"" x 14"" Sheets",25.68,2,East,9367,68.48,Consumer,6/13/2014,Standard Class,New York,Binders,Profitable
,Office Supplies,Long Beach,United States,RD-19480,Rick Duston,0,6/8/2014,CA-2014-108147,11561,OFF-ST-10003470,"Tennsco Snap-Together Open Shelving Units, Starter Sets and Add-On Units",83.844000000,6,East,9368,1676.88,Consumer,6/13/2014,Standard Class,New York,Storage,Profitable
0.2,Furniture,Seattle,United States,CS-11950,Carlos Soltero,0.2,6/8/2014,US-2014-141257,98115,FUR-CH-10002758,"Hon Deluxe Fabric Upholstered Stacking Chairs, Squared Back",73.194,3,West,2750,585.552,Consumer,6/14/2014,Standard Class,Washington,Chairs,Profitable
,Furniture,Harrisonburg,United States,FO-14305,Frank Olsen,0,6/9/2014,CA-2014-132612,22801,FUR-TA-10004534,Bevis 44 x 96 Conference Tables,245.021,7,South,1812,1441.3,Consumer,6/11/2014,Second Class,Virginia,Tables,Profitable
,Furniture,North Las Vegas,United States,TS-21205,Thomas Seio,0,6/9/2014,CA-2014-160262,89031,FUR-FU-10002685,"Executive Impressions 13-1/2"" Indoor/Outdoor Wall Clock",14.212,2,West,4957,37.4,Corporate,6/13/2014,Second Class,Nevada,Furnishings,Profitable
,Office Supplies,North Las Vegas,United States,TS-21205,Thomas Seio,0,6/9/2014,CA-2014-160262,89031,OFF-AR-10002335,DIXON Oriole Pencils,4.6956,7,West,4955,18.06,Corporate,6/13/2014,Second Class,Nevada,Art,Profitable
,Office Supplies,North Las Vegas,United States,TS-21205,Thomas Seio,0,6/9/2014,CA-2014-160262,89031,OFF-PA-10003641,Xerox 1909,36.4044,3,West,4956,79.14,Corporate,6/13/2014,Second Class,Nevada,Paper,Profitable
0.2,Office Supplies,Huntsville,United States,CW-11905,Carl Weiss,0.2,6/9/2014,CA-2014-133753,77340,OFF-AR-10001953,Boston 1645 Deluxe Heavier-Duty Electric Pencil Sharpener,6.1572,2,Central,491,70.368,Home Office,6/13/2014,Second Class,Texas,Art,Profitable
0.2,Technology,Huntsville,United States,CW-11905,Carl Weiss,0.2,6/9/2014,CA-2014-133753,77340,TEC-AC-10000303,Logitech M510 Wireless Mouse,10.3974,2,Central,490,63.984,Home Office,6/13/2014,Second Class,Texas,Accessories,Profitable
0.2,Technology,Huntsville,United States,CW-11905,Carl Weiss,0.2,6/9/2014,CA-2014-133753,77340,TEC-PH-10000376,Square Credit Card Reader,0.5994,1,Central,489,7.992,Home Office,6/13/2014,Second Class,Texas,Phones,Profitable
,Furniture,Los Angeles,United States,BH-11710,Brosina Hoffman,0,6/9/2014,CA-2014-115812,90032,FUR-FU-10001487,"Eldon Expressions Wood and Plastic Desk Accessories, Cherry Wood",14.1694,7,West,6,48.86,Consumer,6/14/2014,Standard Class,California,Furnishings,Profitable
0.2,Furniture,Los Angeles,United States,BH-11710,Brosina Hoffman,0.2,6/9/2014,CA-2014-115812,90032,FUR-TA-10001539,Chromcraft Rectangular Conference Tables,85.309200000,9,West,11,1706.184,Consumer,6/14/2014,Standard Class,California,Tables,Profitable
,Office Supplies,Los Angeles,United States,BH-11710,Brosina Hoffman,0,6/9/2014,CA-2014-115812,90032,OFF-AP-10002892,Belkin F5C206VTEL 6 Outlet Surge,34.47,5,West,10,114.9,Consumer,6/14/2014,Standard Class,California,Appliances,Profitable
,Office Supplies,Los Angeles,United States,BH-11710,Brosina Hoffman,0,6/9/2014,CA-2014-115812,90032,OFF-AR-10002833,Newell 322,1.9656,4,West,7,7.28,Consumer,6/14/2014,Standard Class,California,Art,Profitable
0.2,Office Supplies,Los Angeles,United States,BH-11710,Brosina Hoffman,0.2,6/9/2014,CA-2014-115812,90032,OFF-BI-10003910,DXL Angle-View Binders with Locking Rings by Samsill,5.7825,3,West,9,18.504,Consumer,6/14/2014,Standard Class,California,Binders,Profitable
0.2,Technology,Los Angeles,United States,BH-11710,Brosina Hoffman,0.2,6/9/2014,CA-2014-115812,90032,TEC-PH-10002033,Konftel 250 Conference phone - Charcoal black,68.3568,4,West,12,911.424,Consumer,6/14/2014,Standard Class,California,Phones,Profitable
0.2,Technology,Los Angeles,United States,BH-11710,Brosina Hoffman,0.2,6/9/2014,CA-2014-115812,90032,TEC-PH-10002275,Mitel 5320 IP Phone VoIP phone,90.7152,6,West,8,907.152,Consumer,6/14/2014,Standard Class,California,Phones,Profitable
,Office Supplies,San Francisco,United States,CM-12445,Chuck Magee,0,6/9/2014,CA-2014-133851,94122,OFF-AR-10003752,Deluxe Chalkboard Eraser Cleaner,10.626,2,West,862,23.1,Consumer,6/16/2014,Standard Class,California,Art,Profitable
,Office Supplies,San Francisco,United States,CM-12445,Chuck Magee,0,6/9/2014,CA-2014-133851,94122,OFF-SU-10001225,Staple remover,0.1472,2,West,861,7.36,Consumer,6/16/2014,Standard Class,California,Supplies,Profitable
,Office Supplies,Detroit,United States,HK-14890,Heather Kirkland,0,6/10/2014,CA-2014-144281,48234,OFF-LA-10003930,"Dot Matrix Printer Tape Reel Labels, White, 5000/Box",240.8595,5,Central,9697,491.55,Corporate,6/15/2014,Second Class,Michigan,Labels,Profitable
,Office Supplies,Los Angeles,United States,FM-14215,Filia McAdams,0,6/13/2014,CA-2014-114643,90032,OFF-AR-10003631,Staples in misc. colors,4.7916,3,West,1856,14.52,Corporate,6/17/2014,Standard Class,California,Art,Profitable
,Furniture,Detroit,United States,SR-20425,Sharelle Roach,0,6/14/2014,CA-2014-140487,48234,FUR-BO-10000711,"Hon Metal Bookcases, Gray",57.4938,3,Central,5221,212.94,Home Office,6/20/2014,Standard Class,Michigan,Bookcases,Profitable
0.2,Office Supplies,El Paso,United States,PS-18760,Pamela Stobb,0.2,6/15/2014,CA-2014-126963,79907,OFF-PA-10001952,Xerox 1902,11.8768,2,Central,6938,36.544,Consumer,6/15/2014,Same Day,Texas,Paper,Profitable
